x	y
TCGA.02.0014	-1.04690208460063	3.43330427215286
TCGA.02.0021	2.14770702407095	-0.546865277113345
TCGA.02.0028	-2.86959048016188	1.83816843761248
TCGA.02.0033	-0.60164120343997	-1.85379991856013
TCGA.02.0037	2.27396928929022	0.351969933916085
TCGA.02.0080	-0.39848585660196	0.687033962437077
TCGA.02.0114	-2.69225263627533	1.31998077311306
TCGA.02.0432	-2.64157820176366	-0.373901193562771
TCGA.06.0125	2.38149745524597	-0.415062275488429
TCGA.06.0140	-0.719203642674383	-1.40406356056372
TCGA.06.0182	1.99238016263005	-0.224085557591705
TCGA.06.0201	1.8393308883068	-0.166299856838398
TCGA.06.0402	2.07997426082546	-1.45213352944792
TCGA.06.0409	3.75287460709562	2.84948370327564
TCGA.06.0413	-1.42322786351458	-1.28421949100117
TCGA.06.0747	0.758952220111688	-0.459625302337999
TCGA.06.0749	-0.682929421413827	-1.17097317740758
TCGA.08.0344	-3.9040962428515	-0.426522288119167
TCGA.12.0656	-0.614771397644437	-0.346056132159953
TCGA.12.0657	0.367993123365394	-0.356333522314921
